Design ID,SKU,Product Name,Category,Reason Removed,Cloudinary Public ID,Cloudinary Original URL
1330,MB1-1330,Detroit Lions,sports and hobbies,NFL team name/logo merchandise — trademark/licensing risk,1330_Detroit_Lions,https://res.cloudinary.com/oxygre42/image/upload/v1788351044/1330_Detroit_Lions.png
1331,MB1-1331,Green Bay Packers,sports and hobbies,NFL team name/logo merchandise — trademark/licensing risk,1331_Green_Bay_Packers,https://res.cloudinary.com/oxygre42/image/upload/v1788351046/1331_Green_Bay_Packers.png
1332,MB1-1332,Houston Texans,sports and hobbies,NFL team name/logo merchandise — trademark/licensing risk,1332_Houston_Texans,https://res.cloudinary.com/oxygre42/image/upload/v1788351048/1332_Houston_Texans.png
1333,MB1-1333,Indianapolis Colts,sports and hobbies,NFL team name/logo merchandise — trademark/licensing risk,1333_Indianapolis_Colts,https://res.cloudinary.com/oxygre42/image/upload/v1788351050/1333_Indianapolis_Colts.png
1334,MB1-1334,Jacksonville Jaguars,sports and hobbies,NFL team name/logo merchandise — trademark/licensing risk,1334_Jacksonville_Jaguars,https://res.cloudinary.com/oxygre42/image/upload/v1788351052/1334_Jacksonville_Jaguars.png
1335,MB1-1335,Kansas City Chiefs,sports and hobbies,NFL team name/logo merchandise — trademark/licensing risk,1335_Kansas_City_Chiefs,https://res.cloudinary.com/oxygre42/image/upload/v1788351054/1335_Kansas_City_Chiefs.png
1336,MB1-1336,Las Vegas Raiders,sports and hobbies,NFL team name/logo merchandise — trademark/licensing risk,1336_Las_Vegas_Raiders,https://res.cloudinary.com/oxygre42/image/upload/v1788351055/1336_Las_Vegas_Raiders.png
1337,MB1-1337,Los Angeles Chargers,sports and hobbies,NFL team name/logo merchandise — trademark/licensing risk,1337_Los_Angeles_Chargers,https://res.cloudinary.com/oxygre42/image/upload/v1788351057/1337_Los_Angeles_Chargers.png
1338,MB1-1338,Los Angeles Rams,sports and hobbies,NFL team name/logo merchandise — trademark/licensing risk,1338_Los_Angeles_Rams,https://res.cloudinary.com/oxygre42/image/upload/v1788351059/1338_Los_Angeles_Rams.png
1339,MB1-1339,Miami Dolphins,sports and hobbies,NFL team name/logo merchandise — trademark/licensing risk,1339_Miami_Dolphins,https://res.cloudinary.com/oxygre42/image/upload/v1788351061/1339_Miami_Dolphins.png
1340,MB1-1340,Minnesota Vikings,sports and hobbies,NFL team name/logo merchandise — trademark/licensing risk,1340_Minnesota_Vikings,https://res.cloudinary.com/oxygre42/image/upload/v1788351063/1340_Minnesota_Vikings.png
1341,MB1-1341,New Orleans Saints,sports and hobbies,NFL team name/logo merchandise — trademark/licensing risk,1341_New_Orleans_Saints,https://res.cloudinary.com/oxygre42/image/upload/v1788351065/1341_New_Orleans_Saints.png
1342,MB1-1342,New York Giants,sports and hobbies,NFL team name/logo merchandise — trademark/licensing risk,1342_New_York_Giants,https://res.cloudinary.com/oxygre42/image/upload/v1788351067/1342_New_York_Giants.png
1343,MB1-1343,Philadelphia Eagles ,sports and hobbies,NFL team name/logo merchandise — trademark/licensing risk,1343_Philadelphia_Eagles,https://res.cloudinary.com/oxygre42/image/upload/v1788351069/1343_Philadelphia_Eagles.png
1344,MB1-1344,Pittsburgh Steelers,sports and hobbies,NFL team name/logo merchandise — trademark/licensing risk,1344_Pittsburgh_Steelers,https://res.cloudinary.com/oxygre42/image/upload/v1788351071/1344_Pittsburgh_Steelers.png
1345,MB1-1345,Redskins,sports and hobbies,NFL team name/logo merchandise — trademark/licensing risk,1345_Redskins,https://res.cloudinary.com/oxygre42/image/upload/v1788351072/1345_Redskins.png
1346,MB1-1346,San Francisco 49ers,sports and hobbies,NFL team name/logo merchandise — trademark/licensing risk,1346_San_Francisco_49ers,https://res.cloudinary.com/oxygre42/image/upload/v1788351074/1346_San_Francisco_49ers.png
1347,MB1-1347,Seattle Seahawks,sports and hobbies,NFL team name/logo merchandise — trademark/licensing risk,1347_Seattle_Seahawks,https://res.cloudinary.com/oxygre42/image/upload/v1788351076/1347_Seattle_Seahawks.png
1348,MB1-1348,Tampa Bay Buccaneers,sports and hobbies,NFL team name/logo merchandise — trademark/licensing risk,1348_Tampa_Bay_Buccaneers,https://res.cloudinary.com/oxygre42/image/upload/v1788351078/1348_Tampa_Bay_Buccaneers.png
1349,MB1-1349,Tennessee Titans,sports and hobbies,NFL team name/logo merchandise — trademark/licensing risk,1349_Tennessee_Titans,https://res.cloudinary.com/oxygre42/image/upload/v1788351080/1349_Tennessee_Titans.png
1367,MB1-1367,MARINE CORPS,home decor and inspirational,"Military/government/organizational name, emblem or insignia — licensing/seal/trademark risk",1367_MARINE_CORPS,https://res.cloudinary.com/oxygre42/image/upload/v1788351114/1367_MARINE_CORPS.png
1368,MB1-1368,US AIR FORCE,memorial and tribute,"Military/government/organizational name, emblem or insignia — licensing/seal/trademark risk",1368_US_AIR_FORCE,https://res.cloudinary.com/oxygre42/image/upload/v1788351116/1368_US_AIR_FORCE.png
1369,MB1-1369,US ARMY 2,memorial and tribute,"Military/government/organizational name, emblem or insignia — licensing/seal/trademark risk",1369_US_ARMY_2,https://res.cloudinary.com/oxygre42/image/upload/v1788351118/1369_US_ARMY_2.png
1370,MB1-1370,US ARMY 3,memorial and tribute,"Military/government/organizational name, emblem or insignia — licensing/seal/trademark risk",1370_US_ARMY_3,https://res.cloudinary.com/oxygre42/image/upload/v1788351119/1370_US_ARMY_3.png
1371,MB1-1371,US ARMY,memorial and tribute,"Military/government/organizational name, emblem or insignia — licensing/seal/trademark risk",1371_US_ARMY,https://res.cloudinary.com/oxygre42/image/upload/v1788351121/1371_US_ARMY.png
1373,MB1-1373,US MARINE CORPS 2,home decor and inspirational,"Military/government/organizational name, emblem or insignia — licensing/seal/trademark risk",1373_US_MARINE_CORPS_2,https://res.cloudinary.com/oxygre42/image/upload/v1788351123/1373_US_MARINE_CORPS_2.png
1374,MB1-1374,US MARINE CORPS,home decor and inspirational,"Military/government/organizational name, emblem or insignia — licensing/seal/trademark risk",1374_US_MARINE_CORPS,https://res.cloudinary.com/oxygre42/image/upload/v1788351125/1374_US_MARINE_CORPS.png
1375,MB1-1375,US MERCHANT MARINE,home decor and inspirational,"Military/government/organizational name, emblem or insignia — licensing/seal/trademark risk",1375_US_MERCHANT_MARINE,https://res.cloudinary.com/oxygre42/image/upload/v1788351127/1375_US_MERCHANT_MARINE.png
1376,MB1-1376,US NAVY,memorial and tribute,"Military/government/organizational name, emblem or insignia — licensing/seal/trademark risk",1376_US_NAVY,https://res.cloudinary.com/oxygre42/image/upload/v1788351129/1376_US_NAVY.png
1377,MB1-1377,USN,memorial and tribute,"Military/government/organizational name, emblem or insignia — licensing/seal/trademark risk",1377_USN,https://res.cloudinary.com/oxygre42/image/upload/v1788351131/1377_USN.png
